genres,tags,app_name,item_id,combinacion
"[Action, Adventure, Indie, RPG]","Adventure, RPG, Indie, Action",Van Helsing: Thaumaturge,215535,"[Action, Adventure, Indie, RPG] Adventure, RPG, Indie, Action Van Helsing: Thaumaturge"
"[Indie, RPG, Strategy]","RPG, Rogue-like, Procedural Generation, Isometric, Indie, Strategy, Difficult, Perma Death, Fantasy, Dungeon Crawler, Turn-Based",Vulture for NetHack,341390,"[Indie, RPG, Strategy] RPG, Rogue-like, Procedural Generation, Isometric, Indie, Strategy, Difficult, Perma Death, Fantasy, Dungeon Crawler, Turn-Based Vulture for NetHack"
"[Action, Adventure, Indie, RPG]","Action, Adventure, Indie, Gore, Violent, RPG, Hack and Slash, Ninja, Assassin, Great Soundtrack, Stealth, Visual Novel, Retro, Dark Fantasy, Singleplayer, Dragons, Survival, War, Casual, Score Attack",Ninja Avenger Dragon Blade,603790,"[Action, Adventure, Indie, RPG] Action, Adventure, Indie, Gore, Violent, RPG, Hack and Slash, Ninja, Assassin, Great Soundtrack, Stealth, Visual Novel, Retro, Dark Fantasy, Singleplayer, Dragons, Survival, War, Casual, Score Attack Ninja Avenger Dragon Blade"
"[Comedy, Movie, Drama]","Comedy, Movie, Drama",King of Herrings,387570,"[Comedy, Movie, Drama] Comedy, Movie, Drama King of Herrings"
[Strategy],Strategy,"Magic 2014 ""Lord of Darkness"" Foil Conversion",215854,"[Strategy] Strategy Magic 2014 ""Lord of Darkness"" Foil Conversion"
"[Education, Software Training]","Education, Software Training, Game Development, Programming",GTGD S1: More Than a Gamer,269570,"[Education, Software Training] Education, Software Training, Game Development, Programming GTGD S1: More Than a Gamer"
"[Adventure, Simulation]","God Game, Simulation, Adventure, Singleplayer, Sandbox, Strategy, Puzzle, Magic, Building",From Dust,33460,"[Adventure, Simulation] God Game, Simulation, Adventure, Singleplayer, Sandbox, Strategy, Puzzle, Magic, Building From Dust"
"[Casual, Indie, Simulation, Early Access]","Early Access, Indie, Simulation, Casual, Zombies",Zombie Gotchi,398890,"[Casual, Indie, Simulation, Early Access] Early Access, Indie, Simulation, Casual, Zombies Zombie Gotchi"
"[Adventure, Indie, RPG, Strategy]","Strategy, Adventure, RPG, Indie",Dungeon Rushers - Dark Warriors Skins Pack,582230,"[Adventure, Indie, RPG, Strategy] Strategy, Adventure, RPG, Indie Dungeon Rushers - Dark Warriors Skins Pack"
"[Indie, Strategy]","Strategy, Indie",Direct Hit: Missile War,314760,"[Indie, Strategy] Strategy, Indie Direct Hit: Missile War"
"[Casual, Indie]","Casual, Indie",Freebie,487220,"[Casual, Indie] Casual, Indie Freebie"
"[Adventure, Casual, Indie]","Visual Novel, Adventure, Indie, Casual, Female Protagonist, Romance, Anime, Otome, Singleplayer",Heileen 1: Sail Away,302950,"[Adventure, Casual, Indie] Visual Novel, Adventure, Indie, Casual, Female Protagonist, Romance, Anime, Otome, Singleplayer Heileen 1: Sail Away"
[Sports],Sports,Rugby World Cup 2015,365750,[Sports] Sports Rugby World Cup 2015
[Strategy],Strategy,Battle Academy 2 - Battle of Kursk,345930,[Strategy] Strategy Battle Academy 2 - Battle of Kursk
"[Action, Adventure, Indie]","Puzzle, Puzzle-Platformer, Indie, Action, Adventure, First-Person, Horror, Thriller, Singleplayer, Female Protagonist, Story Rich, Psychological Horror, Choices Matter, Sci-fi, Atmospheric",Magnetic: Cage Closed,344410,"[Action, Adventure, Indie] Puzzle, Puzzle-Platformer, Indie, Action, Adventure, First-Person, Horror, Thriller, Singleplayer, Female Protagonist, Story Rich, Psychological Horror, Choices Matter, Sci-fi, Atmospheric Magnetic: Cage Closed"
"[Action, Adventure, Indie, RPG]","Action, Adventure, Indie, RPG, Platformer, Open World, Great Soundtrack, Pixel Graphics, Ninja, Level Editor",Below Kryll,365870,"[Action, Adventure, Indie, RPG] Action, Adventure, Indie, RPG, Platformer, Open World, Great Soundtrack, Pixel Graphics, Ninja, Level Editor Below Kryll"
"[Action, Indie]","Indie, Action, 4 Player Local, Local Co-Op, Multiplayer, Local Multiplayer, Platformer, Co-op, Adventure, Controller, 2D, 2D Fighter, Fighting",TowerFall Dark World Expansion,337840,"[Action, Indie] Indie, Action, 4 Player Local, Local Co-Op, Multiplayer, Local Multiplayer, Platformer, Co-op, Adventure, Controller, 2D, 2D Fighter, Fighting TowerFall Dark World Expansion"
"[RPG, Simulation, Strategy]","Strategy, RPG, Simulation",Jagged Alliance - Back in Action: Jungle Specialist Kit DLC,203341,"[RPG, Simulation, Strategy] Strategy, RPG, Simulation Jagged Alliance - Back in Action: Jungle Specialist Kit DLC"
"[Action, Adventure, Indie, Simulation, Strategy]","Horror, Indie, Action, Adventure, Simulation, Strategy, Survival Horror",Emily Wants to Play Too,652190,"[Action, Adventure, Indie, Simulation, Strategy] Horror, Indie, Action, Adventure, Simulation, Strategy, Survival Horror Emily Wants to Play Too"
"[Casual, Indie]","Indie, Casual, Episodic, Comedy, Villain Protagonist, Adventure, Free to Play, Action, Funny, Singleplayer, Third Person, Fantasy, 3D Platformer",Grimm,252150,"[Casual, Indie] Indie, Casual, Episodic, Comedy, Villain Protagonist, Adventure, Free to Play, Action, Funny, Singleplayer, Third Person, Fantasy, 3D Platformer Grimm"
"[Action, Indie, Strategy, Early Access]","Early Access, FPS, Realistic, Tactical, Multiplayer, Military, Team-Based, Shooter, War, Action, Strategy, Simulation, First-Person, Open World, Co-op, Massively Multiplayer, Atmospheric, Indie, Walking Simulator, RPG",Squad,393380,"[Action, Indie, Strategy, Early Access] Early Access, FPS, Realistic, Tactical, Multiplayer, Military, Team-Based, Shooter, War, Action, Strategy, Simulation, First-Person, Open World, Co-op, Massively Multiplayer, Atmospheric, Indie, Walking Simulator, RPG Squad"
"[Adventure, Indie, Strategy]","Indie, Strategy, Adventure, Puzzle, Rogue-like, Dungeon Crawler",DungeonUp,388620,"[Adventure, Indie, Strategy] Indie, Strategy, Adventure, Puzzle, Rogue-like, Dungeon Crawler DungeonUp"
"[Simulation, Casual, Memes, VR, Psychological Horror]","Simulation, Casual, Memes, VR, Psychological Horror",Trump Simulator VR,547850,"[Simulation, Casual, Memes, VR, Psychological Horror] Simulation, Casual, Memes, VR, Psychological Horror Trump Simulator VR"
"[Indie, Documentary]","Indie, Documentary",Bound By Sea,387670,"[Indie, Documentary] Indie, Documentary Bound By Sea"
"[RPG, Strategy]","Strategy, RPG, Space",Star Wolves 2,46280,"[RPG, Strategy] Strategy, RPG, Space Star Wolves 2"
"[Adventure, Indie, RPG, Strategy]","Strategy, Adventure, RPG, Indie",Learn Japanese To Survive! Katakana War - Study Guide,575501,"[Adventure, Indie, RPG, Strategy] Strategy, Adventure, RPG, Indie Learn Japanese To Survive! Katakana War - Study Guide"
[Movie],Movie,Different Flowers,734990,[Movie] Movie Different Flowers
[Adventure],"Adventure, Visual Novel, Anime",Go! Go! Nippon! 2015,397030,"[Adventure] Adventure, Visual Novel, Anime Go! Go! Nippon! 2015"
"[Action, Indie]","Action, Indie, ""Shoot Em Up"", Bullet Hell, Isometric",Ke-Tsu-No-Ana,472830,"[Action, Indie] Action, Indie, ""Shoot Em Up"", Bullet Hell, Isometric Ke-Tsu-No-Ana"
[RPG],RPG,Superdimension Neptune VS Sega Hard Girls - Item Insurance | 仕様書 『絶対アイテムドロップ』 | 絕對掉落道具,620743,[RPG] RPG Superdimension Neptune VS Sega Hard Girls - Item Insurance | 仕様書 『絶対アイテムドロップ』 | 絕對掉落道具
[Action],"Action, Pinball",Sonic Generations - Casino Nights DLC,200590,"[Action] Action, Pinball Sonic Generations - Casino Nights DLC"
"[Action, Adventure, Indie]","Adventure, Action, Indie, Pixel Graphics, Cyberpunk",DreamBreak,443570,"[Action, Adventure, Indie] Adventure, Action, Indie, Pixel Graphics, Cyberpunk DreamBreak"
"[Movie, Supernatural, Horror, Thriller]","Movie, Supernatural, Horror, Thriller",After Dark: Seconds Apart,450370,"[Movie, Supernatural, Horror, Thriller] Movie, Supernatural, Horror, Thriller After Dark: Seconds Apart"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – The Who - “Who Are You”,258374,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – The Who - “Who Are You”"
"[Action, Adventure, Indie, RPG]","Action, Adventure, RPG, Indie",Ethereal Legends,428980,"[Action, Adventure, Indie, RPG] Action, Adventure, RPG, Indie Ethereal Legends"
"[Adventure, Indie, RPG, Simulation, Strategy]","Strategy, Adventure, RPG, Indie, Simulation",RPG Tycoon Original Soundtrack,436190,"[Adventure, Indie, RPG, Simulation, Strategy] Strategy, Adventure, RPG, Indie, Simulation RPG Tycoon Original Soundtrack"
[RPG],RPG,Atelier Firis - Costume: Sky Blue Papillon / フィリス衣装『空色パピヨン』,573541,[RPG] RPG Atelier Firis - Costume: Sky Blue Papillon / フィリス衣装『空色パピヨン』
"[Adventure, Strategy]","Adventure, Strategy",Of Light and Darkness,557760,"[Adventure, Strategy] Adventure, Strategy Of Light and Darkness"
"[Action, Indie, RPG, Simulation]","Medieval, Open World, Survival, Crafting, Sandbox, Building, Multiplayer, RPG, Simulation, Co-op, MMORPG, Action, Adventure, Massively Multiplayer, Indie, Atmospheric, Strategy, Historical, Walking Simulator, Singleplayer",Life is Feudal: Your Own,290080,"[Action, Indie, RPG, Simulation] Medieval, Open World, Survival, Crafting, Sandbox, Building, Multiplayer, RPG, Simulation, Co-op, MMORPG, Action, Adventure, Massively Multiplayer, Indie, Atmospheric, Strategy, Historical, Walking Simulator, Singleplayer Life is Feudal: Your Own"
"[Adventure, Casual, Indie]","Adventure, Indie, Casual, Point & Click, Puzzle, 2D, Funny, Short, Comedy",Fire,325520,"[Adventure, Casual, Indie] Adventure, Indie, Casual, Point & Click, Puzzle, 2D, Funny, Short, Comedy Fire"
"[Casual, Simulation, Sports, Strategy]","Simulation, Sports, Strategy, Casual",Football Mogul 15,514010,"[Casual, Simulation, Sports, Strategy] Simulation, Sports, Strategy, Casual Football Mogul 15"
[Indie],Indie,Glorkian Warrior OST,383140,[Indie] Indie Glorkian Warrior OST
"[Free to Play, Massively Multiplayer, RPG]","Free to Play, Massively Multiplayer, RPG, Strategy, Open World, Action, Multiplayer, Shooter, Turn-Based",UFO Online: Invasion,442810,"[Free to Play, Massively Multiplayer, RPG] Free to Play, Massively Multiplayer, RPG, Strategy, Open World, Action, Multiplayer, Shooter, Turn-Based UFO Online: Invasion"
"[Early Access, Simulation, Sports, VR]","Early Access, Simulation, Sports, VR",Ski Sport: Jumping VR,582390,"[Early Access, Simulation, Sports, VR] Early Access, Simulation, Sports, VR Ski Sport: Jumping VR"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – Chevelle Song Pack,436630,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – Chevelle Song Pack"
"[Racing, Simulation, Sports]","Racing, Sports, Simulation",Ride 2 Free Bikes Pack 5,578240,"[Racing, Simulation, Sports] Racing, Sports, Simulation Ride 2 Free Bikes Pack 5"
"[Action, Adventure, Indie]","Action, Adventure, Indie, RPGMaker, Stealth, Female Protagonist, Pixel Graphics",Ladra,391180,"[Action, Adventure, Indie] Action, Adventure, Indie, RPGMaker, Stealth, Female Protagonist, Pixel Graphics Ladra"
"[Action, Indie, Racing]","Action, Indie, Racing",Race The Sun Original Soundtrack,378730,"[Action, Indie, Racing] Action, Indie, Racing Race The Sun Original Soundtrack"
[RPG],"RPG, Open World, Fantasy, Third Person, Exploration, Singleplayer, Multiplayer, Co-op, Action RPG, Crafting, Adventure, Story Rich, Action, Hack and Slash, Dark Fantasy, Great Soundtrack, Inventory Management, Magic, Nudity, Violent",Two Worlds II HD,7520,"[RPG] RPG, Open World, Fantasy, Third Person, Exploration, Singleplayer, Multiplayer, Co-op, Action RPG, Crafting, Adventure, Story Rich, Action, Hack and Slash, Dark Fantasy, Great Soundtrack, Inventory Management, Magic, Nudity, Violent Two Worlds II HD"
"[Adventure, RPG, Strategy]","RPG, Anime, JRPG, Strategy, Adventure, Turn-Based, Strategy RPG, Nudity, Fantasy, Singleplayer, Tactical RPG, Dating Sim",Agarest: Generations of War 2,312790,"[Adventure, RPG, Strategy] RPG, Anime, JRPG, Strategy, Adventure, Turn-Based, Strategy RPG, Nudity, Fantasy, Singleplayer, Tactical RPG, Dating Sim Agarest: Generations of War 2"
"[Anime, Episodic]","Anime, Episodic",Myriad Colors Phantom World,626360,"[Anime, Episodic] Anime, Episodic Myriad Colors Phantom World"
[Action],"Action, FPS, World War II, Shooter, First-Person, Singleplayer",Ubersoldier II,281410,"[Action] Action, FPS, World War II, Shooter, First-Person, Singleplayer Ubersoldier II"
"[Simulation, Strategy]","Simulation, Strategy",Anno 2205™ - Season Pass,416480,"[Simulation, Strategy] Simulation, Strategy Anno 2205™ - Season Pass"
[Action],Action,Gotham City Impostors Free to Play: Ultimate Impostor Kit,216468,[Action] Action Gotham City Impostors Free to Play: Ultimate Impostor Kit
"[Indie, RPG, Strategy]","Strategy, RPG, Indie, Turn-Based, Fantasy, Online Co-Op, Software, Party-Based RPG, Utilities, Story Rich",Fantasy Grounds - Pixies on Parade (5E),706590,"[Indie, RPG, Strategy] Strategy, RPG, Indie, Turn-Based, Fantasy, Online Co-Op, Software, Party-Based RPG, Utilities, Story Rich Fantasy Grounds - Pixies on Parade (5E)"
[Indie],Indie,Riley Short: Analog Boy - Episode 1 Soundtrack,623490,[Indie] Indie Riley Short: Analog Boy - Episode 1 Soundtrack
"[Action, Adventure, Indie]","Indie, Action, Metroidvania, Hand-drawn, Female Protagonist, Adventure, Lovecraftian, Platformer, 2D, Side Scroller, Difficult, Rogue-like, Atmospheric, Singleplayer, Exploration, Horror, Controller, Kickstarter, Great Soundtrack, Dark",Sundered,535480,"[Action, Adventure, Indie] Indie, Action, Metroidvania, Hand-drawn, Female Protagonist, Adventure, Lovecraftian, Platformer, 2D, Side Scroller, Difficult, Rogue-like, Atmospheric, Singleplayer, Exploration, Horror, Controller, Kickstarter, Great Soundtrack, Dark Sundered"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Coldplay - “In My Place”,509723,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 Edition – Remastered – Coldplay - “In My Place”"
"[Action, Adventure]","Action, Adventure",Assassin’s Creed® Rogue - Time Saver: Collectibles Pack,339032,"[Action, Adventure] Action, Adventure Assassin’s Creed® Rogue - Time Saver: Collectibles Pack"
"[Adventure, Casual, Indie, Simulation]","Adventure, Indie, Casual, Simulation",CAFE 0 ~The Drowned Mermaid~ Demo,335680,"[Adventure, Casual, Indie, Simulation] Adventure, Indie, Casual, Simulation CAFE 0 ~The Drowned Mermaid~ Demo"
"[Adventure, Indie, Simulation, Strategy, Early Access]","Early Access, Strategy, Indie, Simulation, Adventure, Pixel Graphics, Medieval, God Game, 2D",Life is Hard,414080,"[Adventure, Indie, Simulation, Strategy, Early Access] Early Access, Strategy, Indie, Simulation, Adventure, Pixel Graphics, Medieval, God Game, 2D Life is Hard"
"[Early Access, Action, Indie, Casual, Simulation, VR]","Early Access, Action, Indie, Casual, Simulation, VR",God Of Arrows VR,522730,"[Early Access, Action, Indie, Casual, Simulation, VR] Early Access, Action, Indie, Casual, Simulation, VR God Of Arrows VR"
"[Action, Indie]","Action, Indie, Pixel Graphics, Tower Defense, 2D, Platformer, Difficult, Singleplayer, Dark, Survival, Great Soundtrack, Side Scroller, Atmospheric, Replay Value, Sci-fi, Procedural Generation, Gore, Cyberpunk, Fast-Paced, Retro",Pixel Gladiator,542400,"[Action, Indie] Action, Indie, Pixel Graphics, Tower Defense, 2D, Platformer, Difficult, Singleplayer, Dark, Survival, Great Soundtrack, Side Scroller, Atmospheric, Replay Value, Sci-fi, Procedural Generation, Gore, Cyberpunk, Fast-Paced, Retro Pixel Gladiator"
[Strategy],Strategy,Total War: SHOGUN 2 - The Hattori Clan Pack,34345,[Strategy] Strategy Total War: SHOGUN 2 - The Hattori Clan Pack
"[Simulation, Adventure, VR]","Simulation, Adventure, VR",ProjectM : Daydream,646310,"[Simulation, Adventure, VR] Simulation, Adventure, VR ProjectM : Daydream"
"[Action, Indie]","Action, Indie, Surreal, ""Beat em up"", Fighting, First-Person, Adventure, Co-op, Singleplayer, Open World, FPS, Atmospheric",Zeno Clash 2,215690,"[Action, Indie] Action, Indie, Surreal, ""Beat em up"", Fighting, First-Person, Adventure, Co-op, Singleplayer, Open World, FPS, Atmospheric Zeno Clash 2"
[Action],"Action, FPS, Gore, Co-op, Horror, Multiplayer, Shooter, Singleplayer, Fast-Paced, Remake, First-Person, Classic, Great Soundtrack, Local Co-Op, Atmospheric, Demons, Zombies, Split Screen, Online Co-Op",Painkiller Hell & Damnation,214870,"[Action] Action, FPS, Gore, Co-op, Horror, Multiplayer, Shooter, Singleplayer, Fast-Paced, Remake, First-Person, Classic, Great Soundtrack, Local Co-Op, Atmospheric, Demons, Zombies, Split Screen, Online Co-Op Painkiller Hell & Damnation"
[Indie],"Indie, Local Multiplayer, Arcade, Retro",ASDAD: All-Stars Dungeons and Diamonds,364190,"[Indie] Indie, Local Multiplayer, Arcade, Retro ASDAD: All-Stars Dungeons and Diamonds"
"[Action, Adventure, Sports, VR]","Action, Adventure, Sports, VR",Princess Kidnapper 2 - VR,595990,"[Action, Adventure, Sports, VR] Action, Adventure, Sports, VR Princess Kidnapper 2 - VR"
"[RPG, Strategy]","RPG, Strategy",Endless Legend™ - Echoes of Auriga,415700,"[RPG, Strategy] RPG, Strategy Endless Legend™ - Echoes of Auriga"
[Software Training],"Software Training, Education",Professor Teaches Photoshop Creative Cloud,393340,"[Software Training] Software Training, Education Professor Teaches Photoshop Creative Cloud"
"[Adventure, Casual, Indie]","Indie, Adventure, Casual, Platformer, Cartoon",Hoo-Boy,707870,"[Adventure, Casual, Indie] Indie, Adventure, Casual, Platformer, Cartoon Hoo-Boy"
